Time (s),Temperature (°C),Mass Flow Rate (g),Pump Speed (%),Engine Speed (%),Shutoff Angle (°),Propane Angle (°),Status,Timestamp (PST)
4917,,,,,0,,,2025-02-22 17:40:05
4918,,,,,,65,,2025-02-22 17:40:05
4919,,0.0,,,,,,2025-02-22 17:40:05
4920,410.75,,,,,,,2025-02-22 17:40:05
4921,,,0,,,,,2025-02-22 17:40:05
4922,,,,24,,,,2025-02-22 17:40:05
4923,,,,,0,,,2025-02-22 17:40:05
4924,,,,,,65,,2025-02-22 17:40:05
4925,,0.0,,,,,,2025-02-22 17:40:05
4926,405.0,,,,,,,2025-02-22 17:40:06
4927,,,0,,,,,2025-02-22 17:40:06
4928,,,,25,,,,2025-02-22 17:40:06
4929,,,,,0,,,2025-02-22 17:40:06
4930,,,,,,65,,2025-02-22 17:40:06
4931,,0.0,,,,,,2025-02-22 17:40:06
4932,399.25,,,,,,,2025-02-22 17:40:06
4933,,,0,,,,,2025-02-22 17:40:06
4934,,,,26,,,,2025-02-22 17:40:06
4935,,,,,0,,,2025-02-22 17:40:06
4936,,,,,,65,,2025-02-22 17:40:06
4937,,0.0,,,,,,2025-02-22 17:40:06
4938,394.25,,,,,,,2025-02-22 17:40:06
4939,,,0,,,,,2025-02-22 17:40:06
4940,,,,27,,,,2025-02-22 17:40:06
4941,,,,,0,,,2025-02-22 17:40:06
4942,,,,,,65,,2025-02-22 17:40:06
4943,,0.0,,,,,,2025-02-22 17:40:06
4944,385.5,,,,,,,2025-02-22 17:40:07
4945,,,0,,,,,2025-02-22 17:40:07
4946,,,,28,,,,2025-02-22 17:40:07
4947,,,,,0,,,2025-02-22 17:40:07
4948,,,,,,65,,2025-02-22 17:40:07
4949,,0.0,,,,,,2025-02-22 17:40:07
4950,379.75,,,,,,,2025-02-22 17:40:07
4951,,,0,,,,,2025-02-22 17:40:07
4952,,,,29,,,,2025-02-22 17:40:07
4953,,,,,0,,,2025-02-22 17:40:07
4954,,,,,,65,,2025-02-22 17:40:07
4955,,0.0,,,,,,2025-02-22 17:40:07
4956,375.25,,,,,,,2025-02-22 17:40:07
4957,,,0,,,,,2025-02-22 17:40:07
4958,,,,30,,,,2025-02-22 17:40:07
4959,,,,,0,,,2025-02-22 17:40:07
4960,,,,,,65,,2025-02-22 17:40:07
4961,,0.0,,,,,,2025-02-22 17:40:07
4962,370.0,,,,,,,2025-02-22 17:40:08
4963,,,0,,,,,2025-02-22 17:40:08
4964,,,,31,,,,2025-02-22 17:40:08
4965,,,,,0,,,2025-02-22 17:40:08
4966,,,,,,65,,2025-02-22 17:40:08
4967,,0.0,,,,,,2025-02-22 17:40:08
4968,368.25,,,,,,,2025-02-22 17:40:08
4969,,,0,,,,,2025-02-22 17:40:08
4970,,,,32,,,,2025-02-22 17:40:08
4971,,,,,0,,,2025-02-22 17:40:08
4972,,,,,,65,,2025-02-22 17:40:08
4973,,0.0,,,,,,2025-02-22 17:40:08
4974,363.5,,,,,,,2025-02-22 17:40:08
4975,,,0,,,,,2025-02-22 17:40:08
4976,,,,33,,,,2025-02-22 17:40:08
4977,,,,,0,,,2025-02-22 17:40:08
4978,,,,,,65,,2025-02-22 17:40:08
4979,,0.0,,,,,,2025-02-22 17:40:08
4980,358.5,,,,,,,2025-02-22 17:40:09
4981,,,0,,,,,2025-02-22 17:40:09
4982,,,,35,,,,2025-02-22 17:40:09
4983,,,,,0,,,2025-02-22 17:40:09
4984,,,,,,65,,2025-02-22 17:40:09
4985,,0.0,,,,,,2025-02-22 17:40:09
4986,353.25,,,,,,,2025-02-22 17:40:09
4987,,,0,,,,,2025-02-22 17:40:09
4988,,,,51,,,,2025-02-22 17:40:09
4989,,,,,0,,,2025-02-22 17:40:09
4990,,,,,,65,,2025-02-22 17:40:09
4991,,0.0,,,,,,2025-02-22 17:40:09
4992,348.25,,,,,,,2025-02-22 17:40:09
4993,,,0,,,,,2025-02-22 17:40:09
4994,,,,50,,,,2025-02-22 17:40:09
4995,,,,,0,,,2025-02-22 17:40:09
4996,,,,,,65,,2025-02-22 17:40:09
4997,,0.0,,,,,,2025-02-22 17:40:09
4998,343.5,,,,,,,2025-02-22 17:40:10
4999,,,0,,,,,2025-02-22 17:40:10
5000,,,,52,,,,2025-02-22 17:40:10
5001,,,,,0,,,2025-02-22 17:40:10
5002,,,,,,65,,2025-02-22 17:40:10
5003,,0.0,,,,,,2025-02-22 17:40:10
5004,338.0,,,,,,,2025-02-22 17:40:10
5005,,,0,,,,,2025-02-22 17:40:10
5006,,,,54,,,,2025-02-22 17:40:10
5007,,,,,0,,,2025-02-22 17:40:10
5008,,,,,,65,,2025-02-22 17:40:10
5009,,0.0,,,,,,2025-02-22 17:40:10
5010,333.0,,,,,,,2025-02-22 17:40:10
5011,,,0,,,,,2025-02-22 17:40:10
5012,,,,54,,,,2025-02-22 17:40:10
5013,,,,,0,,,2025-02-22 17:40:10
5014,,,,,,65,,2025-02-22 17:40:10
5015,,0.0,,,,,,2025-02-22 17:40:10
5016,328.0,,,,,,,2025-02-22 17:40:11
5017,,,0,,,,,2025-02-22 17:40:11
5018,,,,54,,,,2025-02-22 17:40:11
5019,,,,,0,,,2025-02-22 17:40:11
5020,,,,,,65,,2025-02-22 17:40:11
5021,,0.0,,,,,,2025-02-22 17:40:11
5022,322.25,,,,,,,2025-02-22 17:40:11
5023,,,0,,,,,2025-02-22 17:40:11
5024,,,,54,,,,2025-02-22 17:40:11
5025,,,,,0,,,2025-02-22 17:40:11
5026,,,,,,65,,2025-02-22 17:40:11
5027,,0.0,,,,,,2025-02-22 17:40:11
5028,318.0,,,,,,,2025-02-22 17:40:11
5029,,,0,,,,,2025-02-22 17:40:12
5030,,,,54,,,,2025-02-22 17:40:12
5031,,,,,0,,,2025-02-22 17:40:12
5032,,,,,,65,,2025-02-22 17:40:12
5033,,0.0,,,,,,2025-02-22 17:40:12
5034,313.0,,,,,,,2025-02-22 17:40:12
5035,,,0,,,,,2025-02-22 17:40:12
5036,,,,54,,,,2025-02-22 17:40:12
5037,,,,,0,,,2025-02-22 17:40:12
5038,,,,,,65,,2025-02-22 17:40:12
5039,,0.0,,,,,,2025-02-22 17:40:12
5040,308.25,,,,,,,2025-02-22 17:40:12
5041,,,0,,,,,2025-02-22 17:40:12
5042,,,,54,,,,2025-02-22 17:40:12
5043,,,,,0,,,2025-02-22 17:40:12
5044,,,,,,65,,2025-02-22 17:40:12
5045,,0.0,,,,,,2025-02-22 17:40:12
5046,303.25,,,,,,,2025-02-22 17:40:13
5047,,,0,,,,,2025-02-22 17:40:13
5048,,,,52,,,,2025-02-22 17:40:13
5049,,,,,0,,,2025-02-22 17:40:13
5050,,,,,,65,,2025-02-22 17:40:13
5051,,0.0,,,,,,2025-02-22 17:40:13
5052,298.75,,,,,,,2025-02-22 17:40:13
5053,,,0,,,,,2025-02-22 17:40:13
5054,,,,47,,,,2025-02-22 17:40:13
5055,,,,,0,,,2025-02-22 17:40:13
5056,,,,,,65,,2025-02-22 17:40:13
5057,,0.0,,,,,,2025-02-22 17:40:13
5058,293.75,,,,,,,2025-02-22 17:40:13
5059,,,0,,,,,2025-02-22 17:40:13
5060,,,,36,,,,2025-02-22 17:40:13
5061,,,,,0,,,2025-02-22 17:40:13
5062,,,,,,65,,2025-02-22 17:40:13
5063,,0.0,,,,,,2025-02-22 17:40:13
5064,289.25,,,,,,,2025-02-22 17:40:14
5065,,,0,,,,,2025-02-22 17:40:14
5066,,,,26,,,,2025-02-22 17:40:14
5067,,,,,0,,,2025-02-22 17:40:14
5068,,,,,,65,,2025-02-22 17:40:14
5069,,0.0,,,,,,2025-02-22 17:40:14
5070,283.5,,,,,,,2025-02-22 17:40:14
5071,,,0,,,,,2025-02-22 17:40:14
5072,,,,16,,,,2025-02-22 17:40:14
5073,,,,,0,,,2025-02-22 17:40:14
5074,,,,,,65,,2025-02-22 17:40:14
5075,,0.0,,,,,,2025-02-22 17:40:14
5076,280.25,,,,,,,2025-02-22 17:40:14
5077,,,0,,,,,2025-02-22 17:40:14
5078,,,,4,,,,2025-02-22 17:40:14
5079,,,,,0,,,2025-02-22 17:40:14
5080,,,,,,65,,2025-02-22 17:40:14
5081,,0.0,,,,,,2025-02-22 17:40:14
5082,276.0,,,,,,,2025-02-22 17:40:15
5083,,,0,,,,,2025-02-22 17:40:15
5084,,,,0,,,,2025-02-22 17:40:15
5085,,,,,0,,,2025-02-22 17:40:15
5086,,,,,,65,,2025-02-22 17:40:15
5087,,0.0,,,,,,2025-02-22 17:40:15
5088,272.0,,,,,,,2025-02-22 17:40:15
5089,,,0,,,,,2025-02-22 17:40:15
5090,,,,0,,,,2025-02-22 17:40:15
5091,,,,,0,,,2025-02-22 17:40:15
5092,,,,,,65,,2025-02-22 17:40:15
5093,,0.0,,,,,,2025-02-22 17:40:15
5094,268.5,,,,,,,2025-02-22 17:40:15
5095,,,0,,,,,2025-02-22 17:40:15
5096,,,,0,,,,2025-02-22 17:40:15
5097,,,,,0,,,2025-02-22 17:40:15
5098,,,,,,65,,2025-02-22 17:40:15
5099,,0.0,,,,,,2025-02-22 17:40:15
5100,263.75,,,,,,,2025-02-22 17:40:16
5101,,,0,,,,,2025-02-22 17:40:16
5102,,,,0,,,,2025-02-22 17:40:16
5103,,,,,0,,,2025-02-22 17:40:16
5104,,,,,,65,,2025-02-22 17:40:16
5105,,0.0,,,,,,2025-02-22 17:40:16
5106,260.75,,,,,,,2025-02-22 17:40:16
5107,,,0,,,,,2025-02-22 17:40:16
5108,,,,0,,,,2025-02-22 17:40:16
5109,,,,,0,,,2025-02-22 17:40:16
5110,,,,,,65,,2025-02-22 17:40:16
5111,,0.0,,,,,,2025-02-22 17:40:16
5112,257.25,,,,,,,2025-02-22 17:40:16
5113,,,0,,,,,2025-02-22 17:40:16
5114,,,,0,,,,2025-02-22 17:40:16
5115,,,,,0,,,2025-02-22 17:40:16
5116,,,,,,65,,2025-02-22 17:40:16
5117,,0.0,,,,,,2025-02-22 17:40:16
5118,254.75,,,,,,,2025-02-22 17:40:17
5119,,,0,,,,,2025-02-22 17:40:17
5120,,,,0,,,,2025-02-22 17:40:17
5121,,,,,0,,,2025-02-22 17:40:17
5122,,,,,,65,,2025-02-22 17:40:17
5123,,0.0,,,,,,2025-02-22 17:40:17
5124,251.25,,,,,,,2025-02-22 17:40:17
5125,,,0,,,,,2025-02-22 17:40:17
5126,,,,0,,,,2025-02-22 17:40:17
5127,,,,,0,,,2025-02-22 17:40:17
5128,,,,,,65,,2025-02-22 17:40:17
5129,,0.0,,,,,,2025-02-22 17:40:17
5130,247.5,,,,,,,2025-02-22 17:40:17
5131,,,0,,,,,2025-02-22 17:40:18
5132,,,,0,,,,2025-02-22 17:40:18
5133,,,,,0,,,2025-02-22 17:40:18
5134,,,,,,75,,2025-02-22 17:40:18
5135,,0.0,,,,,,2025-02-22 17:40:18
5136,246.5,,,,,,,2025-02-22 17:40:18
5137,,,0,,,,,2025-02-22 17:40:18
5138,,,,0,,,,2025-02-22 17:40:18
5139,,,,,0,,,2025-02-22 17:40:18
5140,,,,,,75,,2025-02-22 17:40:18
5141,,0.0,,,,,,2025-02-22 17:40:18
5142,241.75,,,,,,,2025-02-22 17:40:18
5143,,,0,,,,,2025-02-22 17:40:18
5144,,,,0,,,,2025-02-22 17:40:18
5145,,,,,0,,,2025-02-22 17:40:18
5146,,,,,,75,,2025-02-22 17:40:18
5147,,0.0,,,,,,2025-02-22 17:40:18
5148,238.25,,,,,,,2025-02-22 17:40:19
5149,,,0,,,,,2025-02-22 17:40:19
5150,,,,0,,,,2025-02-22 17:40:19
5151,,,,,0,,,2025-02-22 17:40:19
5152,,,,,,75,,2025-02-22 17:40:19
5153,,0.0,,,,,,2025-02-22 17:40:19
5154,234.25,,,,,,,2025-02-22 17:40:19
5155,,,0,,,,,2025-02-22 17:40:19
5156,,,,0,,,,2025-02-22 17:40:19
5157,,,,,0,,,2025-02-22 17:40:19
5158,,,,,,75,,2025-02-22 17:40:19
5159,,0.0,,,,,,2025-02-22 17:40:19
5160,230.75,,,,,,,2025-02-22 17:40:19
5161,,,0,,,,,2025-02-22 17:40:19
5162,,,,0,,,,2025-02-22 17:40:19
5163,,,,,0,,,2025-02-22 17:40:19
5164,,,,,,75,,2025-02-22 17:40:19
5165,,0.0,,,,,,2025-02-22 17:40:19
5166,225.5,,,,,,,2025-02-22 17:40:20
5167,,,0,,,,,2025-02-22 17:40:20
5168,,,,0,,,,2025-02-22 17:40:20
5169,,,,,0,,,2025-02-22 17:40:20
5170,,,,,,75,,2025-02-22 17:40:20
5171,,0.0,,,,,,2025-02-22 17:40:20
5172,220.25,,,,,,,2025-02-22 17:40:20
5173,,,0,,,,,2025-02-22 17:40:20
5174,,,,0,,,,2025-02-22 17:40:20
5175,,,,,0,,,2025-02-22 17:40:20
5176,,,,,,75,,2025-02-22 17:40:20
5177,,0.0,,,,,,2025-02-22 17:40:20
5178,216.75,,,,,,,2025-02-22 17:40:20
5179,,,0,,,,,2025-02-22 17:40:20
5180,,,,0,,,,2025-02-22 17:40:20
5181,,,,,0,,,2025-02-22 17:40:20
5182,,,,,,75,,2025-02-22 17:40:20
5183,,0.0,,,,,,2025-02-22 17:40:20
5184,213.5,,,,,,,2025-02-22 17:40:21
5185,,,0,,,,,2025-02-22 17:40:21
5186,,,,0,,,,2025-02-22 17:40:21
5187,,,,,0,,,2025-02-22 17:40:21
5188,,,,,,75,,2025-02-22 17:40:21
5189,,0.0,,,,,,2025-02-22 17:40:21
5190,210.25,,,,,,,2025-02-22 17:40:21
5191,,,0,,,,,2025-02-22 17:40:21
5192,,,,0,,,,2025-02-22 17:40:21
5193,,,,,0,,,2025-02-22 17:40:21
5194,,,,,,75,,2025-02-22 17:40:21
5195,,0.0,,,,,,2025-02-22 17:40:21
5196,206.5,,,,,,,2025-02-22 17:40:21
5197,,,0,,,,,2025-02-22 17:40:21
5198,,,,0,,,,2025-02-22 17:40:21
5199,,,,,0,,,2025-02-22 17:40:21
5200,,,,,,75,,2025-02-22 17:40:21
5201,,0.0,,,,,,2025-02-22 17:40:21
5202,203.0,,,,,,,2025-02-22 17:40:22
5203,,,0,,,,,2025-02-22 17:40:22
5204,,,,0,,,,2025-02-22 17:40:22
5205,,,,,0,,,2025-02-22 17:40:22
5206,,,,,,75,,2025-02-22 17:40:22
5207,,0.0,,,,,,2025-02-22 17:40:22
5208,199.5,,,,,,,2025-02-22 17:40:22
5209,,,0,,,,,2025-02-22 17:40:22
5210,,,,0,,,,2025-02-22 17:40:22
5211,,,,,0,,,2025-02-22 17:40:22
5212,,,,,,75,,2025-02-22 17:40:22
5213,,0.0,,,,,,2025-02-22 17:40:22
5214,196.5,,,,,,,2025-02-22 17:40:22
5215,,,0,,,,,2025-02-22 17:40:22
5216,,,,0,,,,2025-02-22 17:40:22
5217,,,,,0,,,2025-02-22 17:40:22
5218,,,,,,75,,2025-02-22 17:40:22
5219,,0.0,,,,,,2025-02-22 17:40:22
5220,194.0,,,,,,,2025-02-22 17:40:23
5221,,,0,,,,,2025-02-22 17:40:23
5222,,,,0,,,,2025-02-22 17:40:23
5223,,,,,0,,,2025-02-22 17:40:23
5224,,,,,,75,,2025-02-22 17:40:23
5225,,0.0,,,,,,2025-02-22 17:40:23
5226,191.5,,,,,,,2025-02-22 17:40:23
5227,,,0,,,,,2025-02-22 17:40:23
5228,,,,0,,,,2025-02-22 17:40:23
5229,,,,,0,,,2025-02-22 17:40:23
5230,,,,,,75,,2025-02-22 17:40:23
5231,,0.0,,,,,,2025-02-22 17:40:23
5232,188.75,,,,,,,2025-02-22 17:40:23
5233,,,0,,,,,2025-02-22 17:40:23
5234,,,,0,,,,2025-02-22 17:40:23
5235,,,,,0,,,2025-02-22 17:40:23
5236,,,,,,75,,2025-02-22 17:40:23
5237,,0.0,,,,,,2025-02-22 17:40:23
5238,186.5,,,,,,,2025-02-22 17:40:24
5239,,,0,,,,,2025-02-22 17:40:24
5240,,,,0,,,,2025-02-22 17:40:24
5241,,,,,0,,,2025-02-22 17:40:24
5242,,,,,,75,,2025-02-22 17:40:24
5243,,0.0,,,,,,2025-02-22 17:40:24
5244,183.5,,,,,,,2025-02-22 17:40:24
5245,,,0,,,,,2025-02-22 17:40:24
5246,,,,0,,,,2025-02-22 17:40:24
5247,,,,,0,,,2025-02-22 17:40:24
5248,,,,,,75,,2025-02-22 17:40:24
5249,,0.0,,,,,,2025-02-22 17:40:24
5250,181.5,,,,,,,2025-02-22 17:40:24
5251,,,0,,,,,2025-02-22 17:40:24
5252,,,,0,,,,2025-02-22 17:40:24
5253,,,,,0,,,2025-02-22 17:40:24
5254,,,,,,75,,2025-02-22 17:40:24
5255,,0.0,,,,,,2025-02-22 17:40:24
5256,179.25,,,,,,,2025-02-22 17:40:25
5257,,,0,,,,,2025-02-22 17:40:25
5258,,,,0,,,,2025-02-22 17:40:25
5259,,,,,0,,,2025-02-22 17:40:25
5260,,,,,,75,,2025-02-22 17:40:25
5261,,0.0,,,,,,2025-02-22 17:40:25
5262,176.75,,,,,,,2025-02-22 17:40:25
5263,,,0,,,,,2025-02-22 17:40:25
5264,,,,0,,,,2025-02-22 17:40:25
5265,,,,,0,,,2025-02-22 17:40:25
5266,,,,,,75,,2025-02-22 17:40:25
5267,,0.0,,,,,,2025-02-22 17:40:25
5268,175.0,,,,,,,2025-02-22 17:40:26
5269,,,0,,,,,2025-02-22 17:40:26
5270,,,,0,,,,2025-02-22 17:40:26
5271,,,,,0,,,2025-02-22 17:40:26
5272,,,,,,75,,2025-02-22 17:40:26
5273,,0.0,,,,,,2025-02-22 17:40:26
5274,173.75,,,,,,,2025-02-22 17:40:26
5275,,,0,,,,,2025-02-22 17:40:26
5276,,,,0,,,,2025-02-22 17:40:26
5277,,,,,0,,,2025-02-22 17:40:26
5278,,,,,,75,,2025-02-22 17:40:26
5279,,0.0,,,,,,2025-02-22 17:40:26
5280,172.0,,,,,,,2025-02-22 17:40:26
5281,,,0,,,,,2025-02-22 17:40:26
5282,,,,0,,,,2025-02-22 17:40:26
5283,,,,,0,,,2025-02-22 17:40:26
5284,,,,,,75,,2025-02-22 17:40:26
5285,,0.0,,,,,,2025-02-22 17:40:26
5286,170.25,,,,,,,2025-02-22 17:40:27
5287,,,0,,,,,2025-02-22 17:40:27
5288,,,,0,,,,2025-02-22 17:40:27
5289,,,,,0,,,2025-02-22 17:40:27
5290,,,,,,75,,2025-02-22 17:40:27
5291,,0.0,,,,,,2025-02-22 17:40:27
5292,168.75,,,,,,,2025-02-22 17:40:27
5293,,,0,,,,,2025-02-22 17:40:27
5294,,,,0,,,,2025-02-22 17:40:27
5295,,,,,0,,,2025-02-22 17:40:27
5296,,,,,,75,,2025-02-22 17:40:27
5297,,0.0,,,,,,2025-02-22 17:40:27
5298,167.25,,,,,,,2025-02-22 17:40:27
5299,,,0,,,,,2025-02-22 17:40:27
5300,,,,0,,,,2025-02-22 17:40:27
5301,,,,,0,,,2025-02-22 17:40:27
5302,,,,,,75,,2025-02-22 17:40:27
5303,,0.0,,,,,,2025-02-22 17:40:27
5304,165.5,,,,,,,2025-02-22 17:40:28
5305,,,0,,,,,2025-02-22 17:40:28
5306,,,,0,,,,2025-02-22 17:40:28
5307,,,,,0,,,2025-02-22 17:40:28
5308,,,,,,75,,2025-02-22 17:40:28
5309,,0.0,,,,,,2025-02-22 17:40:28
5310,164.0,,,,,,,2025-02-22 17:40:28
5311,,,0,,,,,2025-02-22 17:40:28
5312,,,,0,,,,2025-02-22 17:40:28
5313,,,,,0,,,2025-02-22 17:40:28
5314,,,,,,75,,2025-02-22 17:40:28
5315,,0.0,,,,,,2025-02-22 17:40:28
5316,162.25,,,,,,,2025-02-22 17:40:28
5317,,,0,,,,,2025-02-22 17:40:28
5318,,,,0,,,,2025-02-22 17:40:28
5319,,,,,0,,,2025-02-22 17:40:28
5320,,,,,,75,,2025-02-22 17:40:28
5321,,0.0,,,,,,2025-02-22 17:40:28
5322,161.5,,,,,,,2025-02-22 17:40:29
5323,,,0,,,,,2025-02-22 17:40:29
5324,,,,0,,,,2025-02-22 17:40:29
5325,,,,,0,,,2025-02-22 17:40:29
5326,,,,,,75,,2025-02-22 17:40:29
5327,,0.0,,,,,,2025-02-22 17:40:29
5328,159.5,,,,,,,2025-02-22 17:40:29
5329,,,0,,,,,2025-02-22 17:40:29
5330,,,,0,,,,2025-02-22 17:40:29
5331,,,,,0,,,2025-02-22 17:40:29
5332,,,,,,75,,2025-02-22 17:40:29
5333,,0.0,,,,,,2025-02-22 17:40:29
5334,158.75,,,,,,,2025-02-22 17:40:29
5335,,,0,,,,,2025-02-22 17:40:29
5336,,,,0,,,,2025-02-22 17:40:29
5337,,,,,0,,,2025-02-22 17:40:29
5338,,,,,,75,,2025-02-22 17:40:29
5339,,0.0,,,,,,2025-02-22 17:40:29
5340,157.25,,,,,,,2025-02-22 17:40:30
5341,,,0,,,,,2025-02-22 17:40:30
5342,,,,0,,,,2025-02-22 17:40:30
5343,,,,,0,,,2025-02-22 17:40:30
5344,,,,,,75,,2025-02-22 17:40:30
5345,,0.0,,,,,,2025-02-22 17:40:30
5346,156.75,,,,,,,2025-02-22 17:40:30
5347,,,0,,,,,2025-02-22 17:40:30
5348,,,,0,,,,2025-02-22 17:40:30
5349,,,,,0,,,2025-02-22 17:40:30
5350,,,,,,75,,2025-02-22 17:40:30
5351,,0.0,,,,,,2025-02-22 17:40:30
5352,155.75,,,,,,,2025-02-22 17:40:30
5353,,,0,,,,,2025-02-22 17:40:30
5354,,,,0,,,,2025-02-22 17:40:30
5355,,,,,0,,,2025-02-22 17:40:30
5356,,,,,,75,,2025-02-22 17:40:30
5357,,0.0,,,,,,2025-02-22 17:40:30
5358,155.0,,,,,,,2025-02-22 17:40:31
5359,,,0,,,,,2025-02-22 17:40:31
5360,,,,0,,,,2025-02-22 17:40:31
5361,,,,,0,,,2025-02-22 17:40:31
5362,,,,,,75,,2025-02-22 17:40:31
5363,,0.0,,,,,,2025-02-22 17:40:31
5364,155.0,,,,,,,2025-02-22 17:40:31
5365,,,0,,,,,2025-02-22 17:40:31
5366,,,,0,,,,2025-02-22 17:40:31
5367,,,,,0,,,2025-02-22 17:40:31
5368,,,,,,75,,2025-02-22 17:40:31
5369,,0.0,,,,,,2025-02-22 17:40:31
5370,154.0,,,,,,,2025-02-22 17:40:31
5371,,,0,,,,,2025-02-22 17:40:31
5372,,,,0,,,,2025-02-22 17:40:31
5373,,,,,0,,,2025-02-22 17:40:31
5374,,,,,,75,,2025-02-22 17:40:31
5375,,0.0,,,,,,2025-02-22 17:40:31
5376,153.25,,,,,,,2025-02-22 17:40:32
5377,,,0,,,,,2025-02-22 17:40:32
5378,,,,0,,,,2025-02-22 17:40:32
5379,,,,,0,,,2025-02-22 17:40:32
5380,,,,,,75,,2025-02-22 17:40:32
5381,,0.0,,,,,,2025-02-22 17:40:32
5382,152.25,,,,,,,2025-02-22 17:40:32
5383,,,0,,,,,2025-02-22 17:40:32
5384,,,,0,,,,2025-02-22 17:40:32
5385,,,,,0,,,2025-02-22 17:40:32
5386,,,,,,75,,2025-02-22 17:40:32
5387,,0.0,,,,,,2025-02-22 17:40:32
5388,150.75,,,,,,,2025-02-22 17:40:33
5389,,,0,,,,,2025-02-22 17:40:33
5390,,,,0,,,,2025-02-22 17:40:33
5391,,,,,0,,,2025-02-22 17:40:33
5392,,,,,,75,,2025-02-22 17:40:33
5393,,0.0,,,,,,2025-02-22 17:40:33
5394,149.0,,,,,,,2025-02-22 17:40:33
5395,,,0,,,,,2025-02-22 17:40:33
5396,,,,0,,,,2025-02-22 17:40:33
5397,,,,,0,,,2025-02-22 17:40:33
5398,,,,,,75,,2025-02-22 17:40:33
5399,,0.0,,,,,,2025-02-22 17:40:33
5400,147.75,,,,,,,2025-02-22 17:40:33
5401,,,0,,,,,2025-02-22 17:40:33
5402,,,,0,,,,2025-02-22 17:40:33
5403,,,,,0,,,2025-02-22 17:40:33
5404,,,,,,75,,2025-02-22 17:40:33
5405,,0.0,,,,,,2025-02-22 17:40:33
5406,146.25,,,,,,,2025-02-22 17:40:34
5407,,,0,,,,,2025-02-22 17:40:34
5408,,,,0,,,,2025-02-22 17:40:34
5409,,,,,0,,,2025-02-22 17:40:34
5410,,,,,,75,,2025-02-22 17:40:34
5411,,0.0,,,,,,2025-02-22 17:40:34
5412,145.25,,,,,,,2025-02-22 17:40:34
5413,,,0,,,,,2025-02-22 17:40:34
5414,,,,0,,,,2025-02-22 17:40:34
5415,,,,,0,,,2025-02-22 17:40:34
5416,,,,,,75,,2025-02-22 17:40:34
5417,,0.0,,,,,,2025-02-22 17:40:34
5418,143.75,,,,,,,2025-02-22 17:40:34
5419,,,0,,,,,2025-02-22 17:40:34
5420,,,,0,,,,2025-02-22 17:40:34
5421,,,,,0,,,2025-02-22 17:40:34
5422,,,,,,75,,2025-02-22 17:40:34
5423,,0.0,,,,,,2025-02-22 17:40:34
5424,143.0,,,,,,,2025-02-22 17:40:35
5425,,,0,,,,,2025-02-22 17:40:35
5426,,,,0,,,,2025-02-22 17:40:35
5427,,,,,0,,,2025-02-22 17:40:35
5428,,,,,,75,,2025-02-22 17:40:35
5429,,0.0,,,,,,2025-02-22 17:40:35
5430,141.5,,,,,,,2025-02-22 17:40:35
5431,,,0,,,,,2025-02-22 17:40:35
5432,,,,0,,,,2025-02-22 17:40:35
5433,,,,,0,,,2025-02-22 17:40:35
5434,,,,,,75,,2025-02-22 17:40:35
5435,,0.0,,,,,,2025-02-22 17:40:35
5436,141.0,,,,,,,2025-02-22 17:40:35
5437,,,0,,,,,2025-02-22 17:40:35
5438,,,,0,,,,2025-02-22 17:40:35
5439,,,,,0,,,2025-02-22 17:40:35
5440,,,,,,75,,2025-02-22 17:40:35
5441,,0.0,,,,,,2025-02-22 17:40:35
5442,139.5,,,,,,,2025-02-22 17:40:36
5443,,,0,,,,,2025-02-22 17:40:36
5444,,,,0,,,,2025-02-22 17:40:36
5445,,,,,0,,,2025-02-22 17:40:36
5446,,,,,,75,,2025-02-22 17:40:36
5447,,0.0,,,,,,2025-02-22 17:40:36
5448,139.0,,,,,,,2025-02-22 17:40:36
5449,,,0,,,,,2025-02-22 17:40:36
5450,,,,0,,,,2025-02-22 17:40:36
5451,,,,,0,,,2025-02-22 17:40:36
5452,,,,,,75,,2025-02-22 17:40:36
5453,,0.0,,,,,,2025-02-22 17:40:36
5454,137.0,,,,,,,2025-02-22 17:40:36
5455,,,0,,,,,2025-02-22 17:40:36
5456,,,,0,,,,2025-02-22 17:40:36
5457,,,,,0,,,2025-02-22 17:40:36
5458,,,,,,75,,2025-02-22 17:40:36
5459,,0.0,,,,,,2025-02-22 17:40:36
5460,136.25,,,,,,,2025-02-22 17:40:37
5461,,,0,,,,,2025-02-22 17:40:37
5462,,,,0,,,,2025-02-22 17:40:37
5463,,,,,0,,,2025-02-22 17:40:37
5464,,,,,,75,,2025-02-22 17:40:37
5465,,0.0,,,,,,2025-02-22 17:40:37
5466,135.5,,,,,,,2025-02-22 17:40:37
5467,,,0,,,,,2025-02-22 17:40:37
5468,,,,0,,,,2025-02-22 17:40:37
5469,,,,,0,,,2025-02-22 17:40:37
5470,,,,,,75,,2025-02-22 17:40:37
5471,,0.0,,,,,,2025-02-22 17:40:37
5472,134.5,,,,,,,2025-02-22 17:40:37
5473,,,0,,,,,2025-02-22 17:40:37
5474,,,,0,,,,2025-02-22 17:40:37
5475,,,,,0,,,2025-02-22 17:40:37
5476,,,,,,75,,2025-02-22 17:40:37
5477,,0.0,,,,,,2025-02-22 17:40:37
5478,133.5,,,,,,,2025-02-22 17:40:38
5479,,,0,,,,,2025-02-22 17:40:38
5480,,,,0,,,,2025-02-22 17:40:38
