Time (s),Temperature (°C),Mass Flow Rate (g),Pump Speed (%),Engine Speed (%),Shutoff Angle (°),Propane Angle (°),Status,Timestamp (PST)
0,26.25,,,,,,,2025-02-22 17:35:18
1,,,0,,,,,2025-02-22 17:35:18
2,,,,0,,,,2025-02-22 17:35:18
3,,,,,0,,,2025-02-22 17:35:18
4,,,,,,75,,2025-02-22 17:35:18
5,,0.0,,,,,,2025-02-22 17:35:18
6,23.25,,,,,,,2025-02-22 17:35:18
7,,,0,,,,,2025-02-22 17:35:18
8,,,,0,,,,2025-02-22 17:35:18
9,,,,,0,,,2025-02-22 17:35:18
10,,,,,,75,,2025-02-22 17:35:18
11,,0.0,,,,,,2025-02-22 17:35:18
12,22.5,,,,,,,2025-02-22 17:35:18
13,,,0,,,,,2025-02-22 17:35:18
14,,,,0,,,,2025-02-22 17:35:18
15,,,,,0,,,2025-02-22 17:35:18
16,,,,,,75,,2025-02-22 17:35:19
17,,0.0,,,,,,2025-02-22 17:35:19
18,23.0,,,,,,,2025-02-22 17:35:19
19,,,0,,,,,2025-02-22 17:35:19
20,,,,0,,,,2025-02-22 17:35:19
21,,,,,0,,,2025-02-22 17:35:19
22,,,,,,75,,2025-02-22 17:35:19
23,,0.0,,,,,,2025-02-22 17:35:19
24,24.25,,,,,,,2025-02-22 17:35:19
25,,,0,,,,,2025-02-22 17:35:19
26,,,,0,,,,2025-02-22 17:35:19
27,,,,,0,,,2025-02-22 17:35:19
28,,,,,,75,,2025-02-22 17:35:19
29,,0.0,,,,,,2025-02-22 17:35:19
30,25.0,,,,,,,2025-02-22 17:35:20
31,,,0,,,,,2025-02-22 17:35:20
32,,,,0,,,,2025-02-22 17:35:20
33,,,,,0,,,2025-02-22 17:35:20
34,,,,,,75,,2025-02-22 17:35:20
35,,0.0,,,,,,2025-02-22 17:35:20
36,25.0,,,,,,,2025-02-22 17:35:20
37,,,0,,,,,2025-02-22 17:35:20
38,,,,0,,,,2025-02-22 17:35:20
39,,,,,0,,,2025-02-22 17:35:20
40,,,,,,75,,2025-02-22 17:35:20
41,,0.0,,,,,,2025-02-22 17:35:20
42,25.25,,,,,,,2025-02-22 17:35:20
43,,,0,,,,,2025-02-22 17:35:20
44,,,,0,,,,2025-02-22 17:35:20
45,,,,,0,,,2025-02-22 17:35:20
46,,,,,,75,,2025-02-22 17:35:20
47,,0.0,,,,,,2025-02-22 17:35:20
48,24.75,,,,,,,2025-02-22 17:35:21
49,,,0,,,,,2025-02-22 17:35:21
50,,,,0,,,,2025-02-22 17:35:21
51,,,,,0,,,2025-02-22 17:35:21
52,,,,,,75,,2025-02-22 17:35:21
53,,0.0,,,,,,2025-02-22 17:35:21
54,24.75,,,,,,,2025-02-22 17:35:21
55,,,0,,,,,2025-02-22 17:35:21
56,,,,0,,,,2025-02-22 17:35:21
57,,,,,0,,,2025-02-22 17:35:21
58,,,,,,75,,2025-02-22 17:35:21
59,,0.0,,,,,,2025-02-22 17:35:21
60,24.5,,,,,,,2025-02-22 17:35:21
61,,,0,,,,,2025-02-22 17:35:21
62,,,,0,,,,2025-02-22 17:35:21
63,,,,,0,,,2025-02-22 17:35:21
64,,,,,,75,,2025-02-22 17:35:21
65,,0.0,,,,,,2025-02-22 17:35:21
66,24.25,,,,,,,2025-02-22 17:35:22
67,,,0,,,,,2025-02-22 17:35:22
68,,,,0,,,,2025-02-22 17:35:22
69,,,,,0,,,2025-02-22 17:35:22
70,,,,,,75,,2025-02-22 17:35:22
71,,0.0,,,,,,2025-02-22 17:35:22
72,25.0,,,,,,,2025-02-22 17:35:22
73,,,0,,,,,2025-02-22 17:35:22
74,,,,0,,,,2025-02-22 17:35:22
75,,,,,0,,,2025-02-22 17:35:22
76,,,,,,75,,2025-02-22 17:35:22
77,,0.0,,,,,,2025-02-22 17:35:22
78,24.75,,,,,,,2025-02-22 17:35:22
79,,,0,,,,,2025-02-22 17:35:22
80,,,,0,,,,2025-02-22 17:35:22
81,,,,,0,,,2025-02-22 17:35:22
82,,,,,,75,,2025-02-22 17:35:22
83,,0.0,,,,,,2025-02-22 17:35:22
84,25.0,,,,,,,2025-02-22 17:35:23
85,,,0,,,,,2025-02-22 17:35:23
86,,,,0,,,,2025-02-22 17:35:23
87,,,,,0,,,2025-02-22 17:35:23
88,,,,,,75,,2025-02-22 17:35:23
89,,0.0,,,,,,2025-02-22 17:35:23
90,24.5,,,,,,,2025-02-22 17:35:23
91,,,0,,,,,2025-02-22 17:35:23
92,,,,0,,,,2025-02-22 17:35:23
93,,,,,0,,,2025-02-22 17:35:23
94,,,,,,75,,2025-02-22 17:35:23
95,,0.0,,,,,,2025-02-22 17:35:23
96,24.25,,,,,,,2025-02-22 17:35:23
97,,,0,,,,,2025-02-22 17:35:23
98,,,,0,,,,2025-02-22 17:35:23
99,,,,,0,,,2025-02-22 17:35:23
100,,,,,,75,,2025-02-22 17:35:23
101,,0.0,,,,,,2025-02-22 17:35:23
102,24.5,,,,,,,2025-02-22 17:35:24
103,,,0,,,,,2025-02-22 17:35:24
104,,,,0,,,,2025-02-22 17:35:24
105,,,,,0,,,2025-02-22 17:35:24
106,,,,,,75,,2025-02-22 17:35:24
107,,0.0,,,,,,2025-02-22 17:35:24
108,25.25,,,,,,,2025-02-22 17:35:24
109,,,0,,,,,2025-02-22 17:35:24
110,,,,0,,,,2025-02-22 17:35:24
111,,,,,0,,,2025-02-22 17:35:24
112,,,,,,75,,2025-02-22 17:35:24
113,,0.0,,,,,,2025-02-22 17:35:24
114,25.0,,,,,,,2025-02-22 17:35:24
115,,,0,,,,,2025-02-22 17:35:24
116,,,,0,,,,2025-02-22 17:35:24
117,,,,,0,,,2025-02-22 17:35:24
118,,,,,,75,,2025-02-22 17:35:24
119,,0.0,,,,,,2025-02-22 17:35:24
120,24.5,,,,,,,2025-02-22 17:35:25
121,,,0,,,,,2025-02-22 17:35:25
122,,,,0,,,,2025-02-22 17:35:25
123,,,,,0,,,2025-02-22 17:35:25
124,,,,,,75,,2025-02-22 17:35:25
125,,0.0,,,,,,2025-02-22 17:35:25
126,25.0,,,,,,,2025-02-22 17:35:25
127,,,0,,,,,2025-02-22 17:35:25
128,,,,0,,,,2025-02-22 17:35:25
129,,,,,0,,,2025-02-22 17:35:25
130,,,,,,75,,2025-02-22 17:35:25
131,,0.0,,,,,,2025-02-22 17:35:25
132,25.0,,,,,,,2025-02-22 17:35:26
133,,,0,,,,,2025-02-22 17:35:26
134,,,,0,,,,2025-02-22 17:35:26
135,,,,,0,,,2025-02-22 17:35:26
136,,,,,,75,,2025-02-22 17:35:26
137,,0.0,,,,,,2025-02-22 17:35:26
138,24.25,,,,,,,2025-02-22 17:35:26
139,,,0,,,,,2025-02-22 17:35:26
140,,,,0,,,,2025-02-22 17:35:26
141,,,,,0,,,2025-02-22 17:35:26
142,,,,,,75,,2025-02-22 17:35:26
143,,0.0,,,,,,2025-02-22 17:35:26
144,24.5,,,,,,,2025-02-22 17:35:26
145,,,0,,,,,2025-02-22 17:35:26
146,,,,0,,,,2025-02-22 17:35:26
147,,,,,0,,,2025-02-22 17:35:26
148,,,,,,75,,2025-02-22 17:35:26
149,,0.0,,,,,,2025-02-22 17:35:26
150,24.75,,,,,,,2025-02-22 17:35:27
151,,,0,,,,,2025-02-22 17:35:27
152,,,,0,,,,2025-02-22 17:35:27
153,,,,,0,,,2025-02-22 17:35:27
154,,,,,,75,,2025-02-22 17:35:27
155,,0.0,,,,,,2025-02-22 17:35:27
156,24.5,,,,,,,2025-02-22 17:35:27
157,,,0,,,,,2025-02-22 17:35:27
158,,,,0,,,,2025-02-22 17:35:27
159,,,,,0,,,2025-02-22 17:35:27
160,,,,,,75,,2025-02-22 17:35:27
161,,0.0,,,,,,2025-02-22 17:35:27
162,24.75,,,,,,,2025-02-22 17:35:27
163,,,0,,,,,2025-02-22 17:35:27
164,,,,0,,,,2025-02-22 17:35:27
165,,,,,0,,,2025-02-22 17:35:27
166,,,,,,75,,2025-02-22 17:35:27
167,,0.0,,,,,,2025-02-22 17:35:27
168,24.75,,,,,,,2025-02-22 17:35:28
169,,,0,,,,,2025-02-22 17:35:28
170,,,,0,,,,2025-02-22 17:35:28
171,,,,,0,,,2025-02-22 17:35:28
172,,,,,,75,,2025-02-22 17:35:28
173,,0.0,,,,,,2025-02-22 17:35:28
174,25.25,,,,,,,2025-02-22 17:35:28
175,,,0,,,,,2025-02-22 17:35:28
176,,,,0,,,,2025-02-22 17:35:28
177,,,,,0,,,2025-02-22 17:35:28
178,,,,,,75,,2025-02-22 17:35:28
179,,0.0,,,,,,2025-02-22 17:35:28
180,25.25,,,,,,,2025-02-22 17:35:28
181,,,0,,,,,2025-02-22 17:35:28
182,,,,0,,,,2025-02-22 17:35:28
183,,,,,0,,,2025-02-22 17:35:28
184,,,,,,75,,2025-02-22 17:35:28
185,,0.0,,,,,,2025-02-22 17:35:28
186,24.75,,,,,,,2025-02-22 17:35:29
187,,,0,,,,,2025-02-22 17:35:29
188,,,,0,,,,2025-02-22 17:35:29
189,,,,,0,,,2025-02-22 17:35:29
190,,,,,,75,,2025-02-22 17:35:29
191,,0.0,,,,,,2025-02-22 17:35:29
192,25.25,,,,,,,2025-02-22 17:35:29
193,,,0,,,,,2025-02-22 17:35:29
194,,,,0,,,,2025-02-22 17:35:29
195,,,,,0,,,2025-02-22 17:35:29
196,,,,,,75,,2025-02-22 17:35:29
197,,0.0,,,,,,2025-02-22 17:35:29
198,25.25,,,,,,,2025-02-22 17:35:29
199,,,0,,,,,2025-02-22 17:35:29
200,,,,0,,,,2025-02-22 17:35:29
201,,,,,0,,,2025-02-22 17:35:29
202,,,,,,75,,2025-02-22 17:35:29
203,,0.0,,,,,,2025-02-22 17:35:29
204,25.25,,,,,,,2025-02-22 17:35:30
205,,,0,,,,,2025-02-22 17:35:30
206,,,,0,,,,2025-02-22 17:35:30
207,,,,,0,,,2025-02-22 17:35:30
208,,,,,,75,,2025-02-22 17:35:30
209,,0.0,,,,,,2025-02-22 17:35:30
210,25.25,,,,,,,2025-02-22 17:35:30
211,,,0,,,,,2025-02-22 17:35:30
212,,,,0,,,,2025-02-22 17:35:30
213,,,,,0,,,2025-02-22 17:35:30
214,,,,,,75,,2025-02-22 17:35:30
215,,0.0,,,,,,2025-02-22 17:35:30
216,25.0,,,,,,,2025-02-22 17:35:30
217,,,0,,,,,2025-02-22 17:35:30
218,,,,0,,,,2025-02-22 17:35:30
219,,,,,0,,,2025-02-22 17:35:30
220,,,,,,75,,2025-02-22 17:35:30
221,,0.0,,,,,,2025-02-22 17:35:30
222,25.0,,,,,,,2025-02-22 17:35:31
223,,,0,,,,,2025-02-22 17:35:31
224,,,,0,,,,2025-02-22 17:35:31
225,,,,,0,,,2025-02-22 17:35:31
226,,,,,,75,,2025-02-22 17:35:31
227,,0.0,,,,,,2025-02-22 17:35:31
228,25.25,,,,,,,2025-02-22 17:35:31
229,,,0,,,,,2025-02-22 17:35:31
230,,,,0,,,,2025-02-22 17:35:31
231,,,,,0,,,2025-02-22 17:35:31
232,,,,,,75,,2025-02-22 17:35:31
233,,0.0,,,,,,2025-02-22 17:35:31
234,25.25,,,,,,,2025-02-22 17:35:31
235,,,0,,,,,2025-02-22 17:35:31
236,,,,0,,,,2025-02-22 17:35:31
237,,,,,0,,,2025-02-22 17:35:31
238,,,,,,75,,2025-02-22 17:35:31
239,,0.0,,,,,,2025-02-22 17:35:31
240,24.75,,,,,,,2025-02-22 17:35:32
241,,,0,,,,,2025-02-22 17:35:32
242,,,,0,,,,2025-02-22 17:35:32
243,,,,,0,,,2025-02-22 17:35:32
244,,,,,,75,,2025-02-22 17:35:32
245,,0.0,,,,,,2025-02-22 17:35:32
246,25.25,,,,,,,2025-02-22 17:35:32
247,,,0,,,,,2025-02-22 17:35:32
248,,,,0,,,,2025-02-22 17:35:32
249,,,,,0,,,2025-02-22 17:35:32
250,,,,,,75,,2025-02-22 17:35:32
251,,0.0,,,,,,2025-02-22 17:35:32
252,25.25,,,,,,,2025-02-22 17:35:33
253,,,0,,,,,2025-02-22 17:35:33
254,,,,0,,,,2025-02-22 17:35:33
255,,,,,0,,,2025-02-22 17:35:33
256,,,,,,75,,2025-02-22 17:35:33
257,,0.0,,,,,,2025-02-22 17:35:33
258,25.25,,,,,,,2025-02-22 17:35:33
259,,,0,,,,,2025-02-22 17:35:33
260,,,,0,,,,2025-02-22 17:35:33
261,,,,,0,,,2025-02-22 17:35:33
262,,,,,,75,,2025-02-22 17:35:33
263,,0.0,,,,,,2025-02-22 17:35:33
264,25.25,,,,,,,2025-02-22 17:35:33
265,,,0,,,,,2025-02-22 17:35:33
266,,,,0,,,,2025-02-22 17:35:33
267,,,,,0,,,2025-02-22 17:35:33
268,,,,,,75,,2025-02-22 17:35:33
269,,0.0,,,,,,2025-02-22 17:35:33
270,25.0,,,,,,,2025-02-22 17:35:34
271,,,0,,,,,2025-02-22 17:35:34
272,,,,0,,,,2025-02-22 17:35:34
273,,,,,0,,,2025-02-22 17:35:34
274,,,,,,75,,2025-02-22 17:35:34
275,,0.0,,,,,,2025-02-22 17:35:34
276,24.75,,,,,,,2025-02-22 17:35:34
277,,,0,,,,,2025-02-22 17:35:34
278,,,,0,,,,2025-02-22 17:35:34
279,,,,,0,,,2025-02-22 17:35:34
280,,,,,,75,,2025-02-22 17:35:34
281,,0.0,,,,,,2025-02-22 17:35:34
282,25.25,,,,,,,2025-02-22 17:35:34
283,,,0,,,,,2025-02-22 17:35:34
284,,,,0,,,,2025-02-22 17:35:34
285,,,,,0,,,2025-02-22 17:35:34
286,,,,,,75,,2025-02-22 17:35:34
287,,0.0,,,,,,2025-02-22 17:35:34
288,25.75,,,,,,,2025-02-22 17:35:35
289,,,0,,,,,2025-02-22 17:35:35
290,,,,0,,,,2025-02-22 17:35:35
291,,,,,0,,,2025-02-22 17:35:35
292,,,,,,75,,2025-02-22 17:35:35
293,,0.0,,,,,,2025-02-22 17:35:35
294,26.5,,,,,,,2025-02-22 17:35:35
295,,,0,,,,,2025-02-22 17:35:35
296,,,,0,,,,2025-02-22 17:35:35
297,,,,,0,,,2025-02-22 17:35:35
298,,,,,,75,,2025-02-22 17:35:35
299,,0.0,,,,,,2025-02-22 17:35:35
300,26.0,,,,,,,2025-02-22 17:35:35
301,,,0,,,,,2025-02-22 17:35:35
302,,,,0,,,,2025-02-22 17:35:35
303,,,,,0,,,2025-02-22 17:35:35
304,,,,,,75,,2025-02-22 17:35:35
305,,0.0,,,,,,2025-02-22 17:35:35
306,28.0,,,,,,,2025-02-22 17:35:36
307,,,0,,,,,2025-02-22 17:35:36
308,,,,0,,,,2025-02-22 17:35:36
309,,,,,0,,,2025-02-22 17:35:36
310,,,,,,75,,2025-02-22 17:35:36
311,,0.0,,,,,,2025-02-22 17:35:36
312,29.0,,,,,,,2025-02-22 17:35:36
313,,,0,,,,,2025-02-22 17:35:36
314,,,,0,,,,2025-02-22 17:35:36
315,,,,,0,,,2025-02-22 17:35:36
316,,,,,,75,,2025-02-22 17:35:36
317,,0.0,,,,,,2025-02-22 17:35:36
318,29.5,,,,,,,2025-02-22 17:35:36
319,,,0,,,,,2025-02-22 17:35:36
320,,,,0,,,,2025-02-22 17:35:36
321,,,,,0,,,2025-02-22 17:35:36
322,,,,,,75,,2025-02-22 17:35:36
323,,0.0,,,,,,2025-02-22 17:35:36
324,30.5,,,,,,,2025-02-22 17:35:37
325,,,0,,,,,2025-02-22 17:35:37
326,,,,0,,,,2025-02-22 17:35:37
327,,,,,0,,,2025-02-22 17:35:37
328,,,,,,75,,2025-02-22 17:35:37
329,,0.0,,,,,,2025-02-22 17:35:37
330,31.5,,,,,,,2025-02-22 17:35:37
331,,,0,,,,,2025-02-22 17:35:37
332,,,,0,,,,2025-02-22 17:35:37
333,,,,,0,,,2025-02-22 17:35:37
334,,,,,,75,,2025-02-22 17:35:37
335,,0.0,,,,,,2025-02-22 17:35:37
336,32.0,,,,,,,2025-02-22 17:35:37
337,,,0,,,,,2025-02-22 17:35:37
338,,,,0,,,,2025-02-22 17:35:37
339,,,,,0,,,2025-02-22 17:35:37
340,,,,,,75,,2025-02-22 17:35:37
341,,0.0,,,,,,2025-02-22 17:35:37
342,32.25,,,,,,,2025-02-22 17:35:38
343,,,0,,,,,2025-02-22 17:35:38
344,,,,0,,,,2025-02-22 17:35:38
345,,,,,0,,,2025-02-22 17:35:38
346,,,,,,75,,2025-02-22 17:35:38
347,,0.0,,,,,,2025-02-22 17:35:38
348,33.25,,,,,,,2025-02-22 17:35:38
349,,,0,,,,,2025-02-22 17:35:38
350,,,,0,,,,2025-02-22 17:35:38
351,,,,,0,,,2025-02-22 17:35:38
352,,,,,,75,,2025-02-22 17:35:38
353,,0.0,,,,,,2025-02-22 17:35:38
354,33.0,,,,,,,2025-02-22 17:35:38
355,,,0,,,,,2025-02-22 17:35:38
356,,,,0,,,,2025-02-22 17:35:38
357,,,,,0,,,2025-02-22 17:35:38
358,,,,,,75,,2025-02-22 17:35:38
359,,0.0,,,,,,2025-02-22 17:35:38
360,33.75,,,,,,,2025-02-22 17:35:39
361,,,0,,,,,2025-02-22 17:35:39
362,,,,0,,,,2025-02-22 17:35:39
363,,,,,0,,,2025-02-22 17:35:39
364,,,,,,75,,2025-02-22 17:35:39
365,,0.0,,,,,,2025-02-22 17:35:39
366,34.25,,,,,,,2025-02-22 17:35:39
367,,,0,,,,,2025-02-22 17:35:39
368,,,,0,,,,2025-02-22 17:35:39
369,,,,,0,,,2025-02-22 17:35:39
370,,,,,,75,,2025-02-22 17:35:39
371,,0.0,,,,,,2025-02-22 17:35:39
372,34.0,,,,,,,2025-02-22 17:35:40
373,,,0,,,,,2025-02-22 17:35:40
374,,,,0,,,,2025-02-22 17:35:40
375,,,,,0,,,2025-02-22 17:35:40
376,,,,,,75,,2025-02-22 17:35:40
377,,0.0,,,,,,2025-02-22 17:35:40
378,34.5,,,,,,,2025-02-22 17:35:40
379,,,0,,,,,2025-02-22 17:35:40
380,,,,0,,,,2025-02-22 17:35:40
381,,,,,0,,,2025-02-22 17:35:40
382,,,,,,75,,2025-02-22 17:35:40
383,,0.0,,,,,,2025-02-22 17:35:40
384,35.25,,,,,,,2025-02-22 17:35:40
385,,,0,,,,,2025-02-22 17:35:40
386,,,,0,,,,2025-02-22 17:35:40
387,,,,,0,,,2025-02-22 17:35:40
388,,,,,,75,,2025-02-22 17:35:40
389,,0.0,,,,,,2025-02-22 17:35:40
390,35.75,,,,,,,2025-02-22 17:35:41
391,,,0,,,,,2025-02-22 17:35:41
392,,,,0,,,,2025-02-22 17:35:41
393,,,,,0,,,2025-02-22 17:35:41
394,,,,,,75,,2025-02-22 17:35:41
395,,0.0,,,,,,2025-02-22 17:35:41
396,37.0,,,,,,,2025-02-22 17:35:41
397,,,0,,,,,2025-02-22 17:35:41
398,,,,0,,,,2025-02-22 17:35:41
399,,,,,0,,,2025-02-22 17:35:41
400,,,,,,75,,2025-02-22 17:35:41
401,,0.0,,,,,,2025-02-22 17:35:41
402,37.0,,,,,,,2025-02-22 17:35:41
403,,,0,,,,,2025-02-22 17:35:41
404,,,,0,,,,2025-02-22 17:35:41
405,,,,,0,,,2025-02-22 17:35:41
406,,,,,,75,,2025-02-22 17:35:41
407,,0.0,,,,,,2025-02-22 17:35:41
408,38.0,,,,,,,2025-02-22 17:35:42
409,,,0,,,,,2025-02-22 17:35:42
410,,,,0,,,,2025-02-22 17:35:42
411,,,,,0,,,2025-02-22 17:35:42
412,,,,,,75,,2025-02-22 17:35:42
413,,0.0,,,,,,2025-02-22 17:35:42
414,38.0,,,,,,,2025-02-22 17:35:42
415,,,0,,,,,2025-02-22 17:35:42
416,,,,0,,,,2025-02-22 17:35:42
417,,,,,0,,,2025-02-22 17:35:42
418,,,,,,75,,2025-02-22 17:35:42
419,,0.0,,,,,,2025-02-22 17:35:42
420,38.5,,,,,,,2025-02-22 17:35:42
421,,,0,,,,,2025-02-22 17:35:42
422,,,,0,,,,2025-02-22 17:35:42
423,,,,,0,,,2025-02-22 17:35:42
424,,,,,,75,,2025-02-22 17:35:42
425,,0.0,,,,,,2025-02-22 17:35:42
426,38.75,,,,,,,2025-02-22 17:35:43
427,,,0,,,,,2025-02-22 17:35:43
428,,,,0,,,,2025-02-22 17:35:43
429,,,,,0,,,2025-02-22 17:35:43
430,,,,,,75,,2025-02-22 17:35:43
431,,0.0,,,,,,2025-02-22 17:35:43
432,39.0,,,,,,,2025-02-22 17:35:43
433,,,0,,,,,2025-02-22 17:35:43
434,,,,0,,,,2025-02-22 17:35:43
435,,,,,0,,,2025-02-22 17:35:43
436,,,,,,75,,2025-02-22 17:35:43
437,,0.0,,,,,,2025-02-22 17:35:43
438,38.75,,,,,,,2025-02-22 17:35:43
439,,,0,,,,,2025-02-22 17:35:43
440,,,,0,,,,2025-02-22 17:35:43
441,,,,,0,,,2025-02-22 17:35:43
442,,,,,,75,,2025-02-22 17:35:43
443,,0.0,,,,,,2025-02-22 17:35:43
444,39.75,,,,,,,2025-02-22 17:35:44
445,,,0,,,,,2025-02-22 17:35:44
446,,,,0,,,,2025-02-22 17:35:44
447,,,,,0,,,2025-02-22 17:35:44
448,,,,,,75,,2025-02-22 17:35:44
449,,0.0,,,,,,2025-02-22 17:35:44
450,39.75,,,,,,,2025-02-22 17:35:44
451,,,0,,,,,2025-02-22 17:35:44
452,,,,0,,,,2025-02-22 17:35:44
453,,,,,0,,,2025-02-22 17:35:44
454,,,,,,75,,2025-02-22 17:35:44
455,,0.0,,,,,,2025-02-22 17:35:44
456,39.25,,,,,,,2025-02-22 17:35:44
457,,,0,,,,,2025-02-22 17:35:44
458,,,,0,,,,2025-02-22 17:35:44
459,,,,,0,,,2025-02-22 17:35:44
460,,,,,,75,,2025-02-22 17:35:44
461,,0.0,,,,,,2025-02-22 17:35:44
462,39.75,,,,,,,2025-02-22 17:35:45
463,,,0,,,,,2025-02-22 17:35:45
464,,,,0,,,,2025-02-22 17:35:45
465,,,,,0,,,2025-02-22 17:35:45
466,,,,,,75,,2025-02-22 17:35:45
467,,0.0,,,,,,2025-02-22 17:35:45
468,38.25,,,,,,,2025-02-22 17:35:45
469,,,0,,,,,2025-02-22 17:35:45
470,,,,0,,,,2025-02-22 17:35:45
471,,,,,0,,,2025-02-22 17:35:45
472,,,,,,75,,2025-02-22 17:35:45
473,,0.0,,,,,,2025-02-22 17:35:45
474,38.0,,,,,,,2025-02-22 17:35:45
475,,,0,,,,,2025-02-22 17:35:45
476,,,,0,,,,2025-02-22 17:35:45
477,,,,,0,,,2025-02-22 17:35:45
478,,,,,,75,,2025-02-22 17:35:45
479,,0.0,,,,,,2025-02-22 17:35:45
480,37.75,,,,,,,2025-02-22 17:35:46
481,,,0,,,,,2025-02-22 17:35:46
482,,,,0,,,,2025-02-22 17:35:46
483,,,,,0,,,2025-02-22 17:35:46
484,,,,,,75,,2025-02-22 17:35:46
485,,0.0,,,,,,2025-02-22 17:35:46
486,37.75,,,,,,,2025-02-22 17:35:46
487,,,0,,,,,2025-02-22 17:35:46
488,,,,0,,,,2025-02-22 17:35:46
489,,,,,0,,,2025-02-22 17:35:46
490,,,,,,75,,2025-02-22 17:35:46
491,,0.0,,,,,,2025-02-22 17:35:46
492,38.0,,,,,,,2025-02-22 17:35:47
493,,,0,,,,,2025-02-22 17:35:47
494,,,,0,,,,2025-02-22 17:35:47
495,,,,,0,,,2025-02-22 17:35:47
496,,,,,,75,,2025-02-22 17:35:47
497,,0.0,,,,,,2025-02-22 17:35:47
498,38.5,,,,,,,2025-02-22 17:35:47
499,,,0,,,,,2025-02-22 17:35:47
500,,,,0,,,,2025-02-22 17:35:47
501,,,,,0,,,2025-02-22 17:35:47
502,,,,,,75,,2025-02-22 17:35:47
503,,0.0,,,,,,2025-02-22 17:35:47
504,38.75,,,,,,,2025-02-22 17:35:47
505,,,0,,,,,2025-02-22 17:35:47
506,,,,0,,,,2025-02-22 17:35:47
507,,,,,0,,,2025-02-22 17:35:47
508,,,,,,75,,2025-02-22 17:35:47
509,,0.0,,,,,,2025-02-22 17:35:47
510,38.5,,,,,,,2025-02-22 17:35:48
511,,,0,,,,,2025-02-22 17:35:48
512,,,,0,,,,2025-02-22 17:35:48
513,,,,,0,,,2025-02-22 17:35:48
514,,,,,,75,,2025-02-22 17:35:48
515,,0.0,,,,,,2025-02-22 17:35:48
516,38.5,,,,,,,2025-02-22 17:35:48
517,,,0,,,,,2025-02-22 17:35:48
518,,,,0,,,,2025-02-22 17:35:48
519,,,,,0,,,2025-02-22 17:35:48
520,,,,,,75,,2025-02-22 17:35:48
521,,0.0,,,,,,2025-02-22 17:35:48
522,38.25,,,,,,,2025-02-22 17:35:48
523,,,0,,,,,2025-02-22 17:35:48
524,,,,0,,,,2025-02-22 17:35:48
525,,,,,0,,,2025-02-22 17:35:48
526,,,,,,75,,2025-02-22 17:35:48
527,,0.0,,,,,,2025-02-22 17:35:48
528,38.25,,,,,,,2025-02-22 17:35:49
529,,,0,,,,,2025-02-22 17:35:49
530,,,,0,,,,2025-02-22 17:35:49
531,,,,,0,,,2025-02-22 17:35:49
532,,,,,,75,,2025-02-22 17:35:49
533,,0.0,,,,,,2025-02-22 17:35:49
534,38.5,,,,,,,2025-02-22 17:35:49
535,,,0,,,,,2025-02-22 17:35:49
536,,,,0,,,,2025-02-22 17:35:49
537,,,,,0,,,2025-02-22 17:35:49
538,,,,,,75,,2025-02-22 17:35:49
539,,0.0,,,,,,2025-02-22 17:35:49
540,38.0,,,,,,,2025-02-22 17:35:49
541,,,0,,,,,2025-02-22 17:35:49
542,,,,0,,,,2025-02-22 17:35:49
543,,,,,0,,,2025-02-22 17:35:49
544,,,,,,75,,2025-02-22 17:35:49
545,,0.0,,,,,,2025-02-22 17:35:49
546,37.75,,,,,,,2025-02-22 17:35:50
547,,,0,,,,,2025-02-22 17:35:50
548,,,,0,,,,2025-02-22 17:35:50
549,,,,,0,,,2025-02-22 17:35:50
550,,,,,,75,,2025-02-22 17:35:50
551,,0.0,,,,,,2025-02-22 17:35:50
552,38.0,,,,,,,2025-02-22 17:35:50
553,,,0,,,,,2025-02-22 17:35:50
554,,,,0,,,,2025-02-22 17:35:50
555,,,,,0,,,2025-02-22 17:35:50
556,,,,,,75,,2025-02-22 17:35:50
557,,0.0,,,,,,2025-02-22 17:35:50
558,38.5,,,,,,,2025-02-22 17:35:50
559,,,0,,,,,2025-02-22 17:35:50
560,,,,0,,,,2025-02-22 17:35:50
561,,,,,0,,,2025-02-22 17:35:50
562,,,,,,75,,2025-02-22 17:35:50
563,,0.0,,,,,,2025-02-22 17:35:50
564,40.0,,,,,,,2025-02-22 17:35:51
565,,,0,,,,,2025-02-22 17:35:51
566,,,,0,,,,2025-02-22 17:35:51
567,,,,,0,,,2025-02-22 17:35:51
568,,,,,,75,,2025-02-22 17:35:51
569,,0.0,,,,,,2025-02-22 17:35:51
570,40.25,,,,,,,2025-02-22 17:35:51
571,,,0,,,,,2025-02-22 17:35:51
572,,,,0,,,,2025-02-22 17:35:51
573,,,,,0,,,2025-02-22 17:35:51
574,,,,,,75,,2025-02-22 17:35:51
575,,0.0,,,,,,2025-02-22 17:35:51
576,40.5,,,,,,,2025-02-22 17:35:51
577,,,0,,,,,2025-02-22 17:35:51
578,,,,0,,,,2025-02-22 17:35:51
579,,,,,0,,,2025-02-22 17:35:51
580,,,,,,75,,2025-02-22 17:35:51
581,,0.0,,,,,,2025-02-22 17:35:51
582,40.25,,,,,,,2025-02-22 17:35:52
583,,,0,,,,,2025-02-22 17:35:52
584,,,,0,,,,2025-02-22 17:35:52
585,,,,,0,,,2025-02-22 17:35:52
586,,,,,,75,,2025-02-22 17:35:52
587,,0.0,,,,,,2025-02-22 17:35:52
